CustomerId,Recency,Frequency,Total_Spending,Average_Transaction_Value,Max_Transaction_Value,Transaction_Value_Std,Platform_Fraud_Occurrences,Default_Proxy
CustomerId_1267,25,3,2020,673.3333333333334,1000,565.8032638058332,0,0
CustomerId_1268,16,1,1000000,1000000.0,1000000,0.0,0,0
CustomerId_1269,76,3,10000,3333.3333333333335,7000,3214.550253664318,0,0
CustomerId_1270,10,33,56046,1698.3636363636363,5750,1843.926073256833,0,0
CustomerId_1271,18,6,5650,941.6666666666666,1400,465.206047538794,0,0
CustomerId_1272,54,3,4500,1500.0,2000,866.0254037844386,0,0
CustomerId_1273,68,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_1274,44,1,5000,5000.0,5000,0.0,0,1
CustomerId_1275,1,253,752744,2975.2727272727275,50000,9468.101689143374,0,0
CustomerId_1276,6,86,951000,11058.139534883721,120000,19837.044758059154,0,0
CustomerId_1277,2,60,177990,2966.5,35000,7324.174928948003,0,0
CustomerId_1279,54,7,51000,7285.714285714285,10000,3638.419332360584,0,0
CustomerId_1280,22,44,118447,2691.9772727272725,15000,3314.2655960758366,0,0
CustomerId_1281,5,30,271800,9060.0,20700,5925.840548554826,0,0
CustomerId_1282,13,1,10000,10000.0,10000,0.0,0,0
CustomerId_1283,75,19,18095,952.3684210526316,1500,355.349469697135,0,0
CustomerId_1285,76,4,3050,762.5,1000,475.0,0,0
CustomerId_1286,17,28,81152,2898.285714285714,11000,3373.0014533398594,0,0
CustomerId_1287,62,7,51000,7285.714285714285,10000,3638.419332360584,0,0
CustomerId_1288,2,14,16630,1187.857142857143,2000,808.6853393143579,0,0
CustomerId_1294,5,12,71489,5957.416666666667,20000,6806.4726742382145,0,0
CustomerId_1295,62,15,103850,6923.333333333333,17000,5742.786365353951,0,0
CustomerId_1296,52,3,1525,508.3333333333333,1000,487.55341587700246,0,0
CustomerId_1297,65,1,5000,5000.0,5000,0.0,0,1
CustomerId_1298,29,20,430020,21501.0,160000,43316.54623691433,0,0
CustomerId_1299,29,36,241220,6700.555555555556,50000,14047.577512448683,0,0
CustomerId_13,84,1,10000,10000.0,10000,0.0,0,0
CustomerId_1300,20,6,32000,5333.333333333333,10000,4033.1955899344466,0,0
CustomerId_1301,12,18,132000,7333.333333333333,10000,2910.4275004359956,0,0
CustomerId_1302,25,18,7742715,430150.8333333333,5000000,1235586.2736467514,3,1
CustomerId_1303,5,21,152000,7238.0952380952385,10000,2844.3762392616404,0,0
CustomerId_1304,20,3,150000,50000.0,50000,0.0,0,0
CustomerId_1306,65,61,65740,1077.704918032787,10000,1949.9625154026453,0,0
CustomerId_1307,26,17,256350,15079.411764705883,100000,32290.125516670774,0,0
CustomerId_1308,35,15,150558,10037.2,100000,25936.569062673978,0,0
CustomerId_1310,13,1,10000,10000.0,10000,0.0,0,0
CustomerId_1311,21,33,43430,1316.060606060606,5000,1343.8609009909178,0,0
CustomerId_1312,19,1,1000,1000.0,1000,0.0,0,1
CustomerId_1313,47,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_1316,16,2,30000,15000.0,20000,7071.067811865475,0,0
CustomerId_1317,10,10,67000,6700.0,11000,3301.514803843836,0,0
CustomerId_1318,65,7,7066,1009.4285714285714,2000,825.1591477088641,0,0
CustomerId_1320,79,2,14000,7000.0,7000,0.0,0,0
CustomerId_1321,63,2,60000,30000.0,50000,28284.2712474619,0,0
CustomerId_1322,62,6,5050,841.6666666666666,1000,387.8358759406699,0,0
CustomerId_1323,12,15,92000,6133.333333333333,10000,3617.747260118545,0,0
CustomerId_1324,5,45,743304,16517.866666666665,160000,34440.90454255073,0,0
CustomerId_1325,49,5,41720,8344.0,26000,10749.264160862362,0,0
CustomerId_1326,47,3,13000,4333.333333333333,5000,1154.7005383792514,0,0
CustomerId_1328,23,1,1000,1000.0,1000,0.0,0,1
CustomerId_1329,2,7,44000,6285.714285714285,20000,6824.326235712107,0,0
CustomerId_1330,12,7,62000,8857.142857142857,20000,6094.49400220044,0,0
CustomerId_1331,19,12,88000,7333.333333333333,10000,3055.050463303893,0,0
CustomerId_1332,83,2,3000,1500.0,2000,707.1067811865476,0,1
CustomerId_1335,12,113,305442,2703.026548672566,20000,4015.3391901293826,0,0
CustomerId_1338,77,2,22000,11000.0,20000,12727.922061357855,0,0
CustomerId_1339,47,5,31000,6200.0,10000,3834.057902536163,0,0
CustomerId_1341,60,11,22440,2040.0,5000,2056.307370020348,0,0
CustomerId_1343,52,1,1000,1000.0,1000,0.0,0,1
CustomerId_1349,54,7,8000,1142.857142857143,2000,377.9644730092272,0,0
CustomerId_1351,80,15,98900,6593.333333333333,50000,14135.086369268023,0,0
CustomerId_1353,22,1,2000000,2000000.0,2000000,0.0,0,0
CustomerId_1355,58,5,10000,2000.0,2000,0.0,0,0
CustomerId_1356,90,1,5000,5000.0,5000,0.0,0,1
CustomerId_1357,27,1,100,100.0,100,0.0,0,1
CustomerId_1358,2,6,4050,675.0,2000,743.9758060582348,0,0
CustomerId_1359,12,9,62000,6888.888888888889,10000,3257.470047615344,0,0
CustomerId_1360,66,1,10000,10000.0,10000,0.0,0,0
CustomerId_1361,82,9,11500,1277.7777777777778,7000,2191.904296369813,0,0
CustomerId_1362,2,20,144000,7200.0,11000,3672.0853103265167,0,0
CustomerId_1363,54,1,5000,5000.0,5000,0.0,0,1
CustomerId_1365,33,4,21500,5375.0,10000,5344.389581607988,0,0
CustomerId_1366,23,5,3100,620.0,1000,520.3364296299078,0,0
CustomerId_1367,5,6,32000,5333.333333333333,10000,4033.1955899344466,0,0
CustomerId_1369,68,6,41000,6833.333333333333,10000,3763.863263545405,0,0
CustomerId_1370,66,7,120900,17271.428571428572,53500,24804.130320420045,0,0
CustomerId_1372,19,1,500,500.0,500,0.0,0,1
CustomerId_1373,39,1,10000,10000.0,10000,0.0,0,0
CustomerId_1375,16,3,30000,10000.0,20000,8660.254037844386,0,0
CustomerId_1376,40,2,220000,110000.0,200000,127279.22061357855,0,0
CustomerId_1377,23,3,2020,673.3333333333334,1000,565.8032638058332,0,0
CustomerId_1378,1,13,102000,7846.153846153846,15000,3782.5510317366916,0,0
CustomerId_1379,85,1,1000,1000.0,1000,0.0,0,1
CustomerId_1380,1,20,152000,7600.0,11000,2962.9288497061575,0,0
CustomerId_1381,63,1,5000,5000.0,5000,0.0,0,1
CustomerId_1382,2,20,15205,760.25,3000,801.0790009664925,0,0
CustomerId_1384,25,3,7000,2333.3333333333335,3000,577.3502691896258,0,0
CustomerId_1385,18,1,50000,50000.0,50000,0.0,0,0
CustomerId_1386,83,1,1000,1000.0,1000,0.0,0,1
CustomerId_1387,10,36,24774,688.1666666666666,3000,696.5413945241979,0,0
CustomerId_1389,56,1,100000,100000.0,100000,0.0,0,0
CustomerId_1390,22,1,500,500.0,500,0.0,0,1
CustomerId_1392,50,5,11940,2388.0,4800,2325.665496153735,0,0
CustomerId_1393,65,2,10200,5100.0,5200,141.4213562373095,0,0
CustomerId_1394,72,1,10000,10000.0,10000,0.0,0,0
CustomerId_1395,6,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_1396,68,7,40600,5800.0,10000,4409.081537009721,0,0
CustomerId_1397,1,10,9200,920.0,4000,1204.0325761558302,0,0
CustomerId_1398,7,43,220844,5135.906976744186,45000,10649.056727317065,0,0
CustomerId_14,84,1,10000,10000.0,10000,0.0,0,0
CustomerId_1400,50,1,500,500.0,500,0.0,0,1
CustomerId_1402,33,6,12040,2006.6666666666667,5000,1779.9625464224428,0,0
CustomerId_1404,5,2,4000,2000.0,2000,0.0,0,1
CustomerId_1406,86,2,510,255.0,500,346.4823227814083,0,1
CustomerId_1407,12,18,128020,7112.222222222223,13000,3642.0236061443115,0,0
CustomerId_1408,49,1,1000,1000.0,1000,0.0,0,1
CustomerId_1409,5,24,35601,1483.375,5000,1786.8810284354713,0,0
CustomerId_1410,5,13,77000,5923.076923076923,10000,2596.8422639024006,0,0
CustomerId_1411,35,6,7000,1166.6666666666667,2000,408.24829046386304,0,0
CustomerId_1413,3,140,554801,3962.864285714286,43200,6812.735323859274,0,0
CustomerId_1414,5,4,22000,5500.0,10000,3696.845502136473,0,0
CustomerId_1415,1,52,62247,1197.0576923076924,5000,1195.3360904596475,0,0
CustomerId_1417,36,2,7000,3500.0,5000,2121.3203435596424,0,0
CustomerId_1418,24,1,3500,3500.0,3500,0.0,0,1
CustomerId_1419,27,9,45775,5086.111111111111,10000,4219.062231244179,0,0
CustomerId_1420,62,10,15640,1564.0,5000,1479.2092482133826,0,0
CustomerId_1421,14,10,32190,3219.0,20000,6095.569338097595,0,0
CustomerId_1422,89,3,14040,4680.0,13020,7239.254105223825,0,0
CustomerId_1423,84,14,8640,617.1428571428571,3000,868.353247611456,0,0
CustomerId_1424,20,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_1425,1,36,63110,1753.0555555555557,30000,5164.428232462327,0,0
CustomerId_1426,84,1,10000,10000.0,10000,0.0,0,0
CustomerId_1427,54,30,222800,7426.666666666667,20000,4254.404073779136,0,0
CustomerId_1429,5,36,223360,6204.444444444444,40000,9016.96827239604,0,0
CustomerId_1431,64,1,5000,5000.0,5000,0.0,0,1
CustomerId_1432,91,1,2000,2000.0,2000,0.0,0,1
CustomerId_1435,12,29,162200,5593.103448275862,10000,3636.317901638057,0,0
CustomerId_1436,55,4,21000,5250.0,10000,3685.557397915997,0,0
CustomerId_1437,38,1,20000,20000.0,20000,0.0,0,0
CustomerId_1438,4,32,180695,5646.71875,29000,8263.820073590021,0,0
CustomerId_1439,54,1,500,500.0,500,0.0,0,1
CustomerId_1440,2,4,2460,615.0,1000,461.77194948733444,0,0
CustomerId_1441,57,1,1000,1000.0,1000,0.0,0,1
CustomerId_1442,12,9,62000,6888.888888888889,10000,3257.470047615344,0,0
CustomerId_1443,33,2,2000,1000.0,1000,0.0,0,1
CustomerId_1444,58,1,500,500.0,500,0.0,0,1
CustomerId_1445,29,1,500,500.0,500,0.0,0,1
CustomerId_1447,75,8,12150,1518.75,5000,1583.8329412265316,0,0
CustomerId_1448,14,3,3500,1166.6666666666667,1500,577.3502691896257,0,0
CustomerId_1449,15,27,504432,18682.666666666668,150000,43423.01813908946,0,0
CustomerId_1450,27,9,63275,7030.555555555556,50000,16231.5461456319,0,0
CustomerId_1451,23,18,20850,1158.3333333333333,10000,2375.403371318351,0,0
CustomerId_1452,31,11,25400,2309.090909090909,10000,3137.181711490281,0,0
CustomerId_1453,11,11,22825,2075.0,7000,2406.8911483488405,0,0
CustomerId_1454,1,14,102000,7285.714285714285,11000,3148.3468538405855,0,0
CustomerId_1455,77,1,1000,1000.0,1000,0.0,0,1
CustomerId_1458,42,1,500,500.0,500,0.0,0,1
CustomerId_1459,46,1,14000,14000.0,14000,0.0,0,0
CustomerId_1461,19,42,69400,1652.3809523809523,10000,2555.1144879354447,0,0
CustomerId_1464,12,4,22000,5500.0,10000,3696.845502136473,0,0
CustomerId_1466,19,7,52120,7445.714285714285,10700,3655.1509642460146,0,0
CustomerId_1467,1,8,14796,1849.5,5500,1608.5172409040924,0,0
CustomerId_1468,21,15,428024,28534.933333333334,75400,30175.40339762708,0,0
CustomerId_1472,5,66,338476,5128.424242424242,14000,3685.8716454158007,0,0
CustomerId_1474,72,1,10000,10000.0,10000,0.0,0,0
CustomerId_1475,82,8,17260,2157.5,11000,3660.8108001214314,0,0
CustomerId_1476,76,8,16100,2012.5,10000,3244.858570547743,0,0
CustomerId_1477,11,58,146183,2520.396551724138,10070,2875.868466477409,0,0
CustomerId_1478,6,4,22000,5500.0,10000,3696.845502136473,0,0
CustomerId_1479,19,6,32000,5333.333333333333,10000,4143.2676315520175,0,0
CustomerId_1480,5,29,182000,6275.862068965517,10000,3481.0358856866765,0,0
CustomerId_1481,60,13,31000,2384.6153846153848,10000,2966.1552425786695,0,0
CustomerId_1482,60,10,36000,3600.0,10000,3016.6206257996714,0,0
CustomerId_1483,44,9,12180,1353.3333333333333,3555,1410.2681482611738,0,0
CustomerId_1484,12,8,5030,628.75,1500,512.4015584898792,0,0
CustomerId_1485,13,23,152000,6608.695652173913,10000,3282.0327741256306,0,0
CustomerId_1486,33,6,42000,7000.0,11000,3949.6835316263,0,0
CustomerId_1487,67,8,6500,812.5,2000,530.3300858899107,0,0
CustomerId_1488,33,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_1489,51,6,90000,15000.0,20000,7745.966692414834,0,0
CustomerId_1490,60,3,30000,10000.0,20000,8660.254037844386,0,0
CustomerId_1492,82,3,3650,1216.6666666666667,3000,1554.295124271235,0,0
CustomerId_1494,2,29,96625,3331.896551724138,50000,9192.584590483895,0,0
CustomerId_1495,82,5,12050,2410.0,5000,2395.9340558537915,0,0
CustomerId_1496,78,1,50000,50000.0,50000,0.0,0,0
CustomerId_1498,3,4,5580,1395.0,4000,1776.916805405738,0,0
CustomerId_1499,75,8,46000,5750.0,10000,2964.0705601780614,0,0
CustomerId_15,84,1,10000,10000.0,10000,0.0,0,0
CustomerId_1501,6,5,32000,6400.0,10000,3781.5340802378078,0,0
CustomerId_1502,53,1,5000,5000.0,5000,0.0,0,1
CustomerId_1503,20,74,327089,4420.121621621622,101500,16533.54867886844,0,0
CustomerId_1504,2,10,112550,11255.0,100000,31218.481438617946,0,0
CustomerId_1505,6,116,233990,2017.155172413793,20000,3988.220221130458,0,0
CustomerId_1506,47,1,5000,5000.0,5000,0.0,0,1
CustomerId_1507,7,2,1050,525.0,1000,671.7514421272201,0,1
CustomerId_1508,13,21,122000,5809.523809523809,10000,3679.117388981325,0,0
